date,region_id,product_id,driver,impact
2024-04-01,OTHER,P02,volume_effect,0.0
2024-04-01,OTHER,P03,volume_effect,0.0
2024-04-01,OTHER,P04,volume_effect,0.0
2024-05-01,APAC,P01,volume_effect,0.0
2024-05-01,APAC,P02,volume_effect,0.0
2024-05-01,APAC,P03,volume_effect,0.0
2024-05-01,APAC,P04,volume_effect,0.0
2024-05-01,EU,P01,volume_effect,0.0
2024-05-01,EU,P02,volume_effect,0.0
2024-05-01,EU,P03,volume_effect,0.0
2024-05-01,EU,P04,volume_effect,0.0
2024-05-01,OTHER,P01,volume_effect,0.0
2024-05-01,OTHER,P02,volume_effect,0.0
2024-05-01,OTHER,P03,volume_effect,0.0
2024-05-01,OTHER,P04,volume_effect,0.0
2024-06-01,APAC,P01,volume_effect,0.0
2024-06-01,APAC,P02,volume_effect,0.0
2024-06-01,APAC,P03,volume_effect,0.0
2024-06-01,APAC,P04,volume_effect,0.0
2024-06-01,EU,P01,volume_effect,0.0
2024-06-01,EU,P02,volume_effect,0.0
2024-06-01,EU,P03,volume_effect,0.0
2024-06-01,EU,P04,volume_effect,0.0
2024-06-01,OTHER,P01,volume_effect,0.0
2024-06-01,OTHER,P02,volume_effect,0.0
2024-06-01,OTHER,P03,volume_effect,0.0
2024-06-01,OTHER,P04,volume_effect,0.0
2024-07-01,APAC,P01,volume_effect,0.0
2024-07-01,APAC,P02,volume_effect,0.0
2024-07-01,APAC,P03,volume_effect,0.0
2024-07-01,APAC,P04,volume_effect,0.0
2024-07-01,EU,P01,volume_effect,0.0
2024-07-01,EU,P02,volume_effect,0.0
2024-07-01,EU,P03,volume_effect,0.0
2024-07-01,EU,P04,volume_effect,0.0
2024-07-01,OTHER,P01,volume_effect,0.0
2024-07-01,OTHER,P02,volume_effect,0.0
2024-07-01,OTHER,P03,volume_effect,0.0
2024-07-01,OTHER,P04,volume_effect,0.0
2024-08-01,APAC,P01,volume_effect,0.0
2024-08-01,APAC,P02,volume_effect,0.0
2024-08-01,APAC,P03,volume_effect,0.0
2024-08-01,APAC,P04,volume_effect,0.0
2024-08-01,EU,P01,volume_effect,0.0
2024-08-01,EU,P02,volume_effect,0.0
2024-08-01,EU,P03,volume_effect,0.0
2024-08-01,EU,P04,volume_effect,0.0
2024-08-01,OTHER,P01,volume_effect,0.0
2024-08-01,OTHER,P02,volume_effect,0.0
2024-08-01,OTHER,P03,volume_effect,0.0
2024-08-01,OTHER,P04,volume_effect,0.0
2024-09-01,APAC,P01,volume_effect,0.0
2024-09-01,APAC,P02,volume_effect,0.0
2024-09-01,APAC,P03,volume_effect,0.0
2024-09-01,APAC,P04,volume_effect,0.0
2024-09-01,EU,P01,volume_effect,0.0
2024-09-01,EU,P02,volume_effect,0.0
2024-09-01,EU,P03,volume_effect,0.0
2024-09-01,EU,P04,volume_effect,0.0
2024-09-01,OTHER,P01,volume_effect,0.0
2024-09-01,OTHER,P02,volume_effect,0.0
2024-09-01,OTHER,P03,volume_effect,0.0
2024-09-01,OTHER,P04,volume_effect,0.0
2024-10-01,APAC,P01,volume_effect,0.0
2024-10-01,APAC,P02,volume_effect,0.0
2024-10-01,APAC,P03,volume_effect,0.0
2024-10-01,APAC,P04,volume_effect,0.0
2024-10-01,EU,P01,volume_effect,0.0
2024-10-01,EU,P02,volume_effect,0.0
2024-10-01,EU,P03,volume_effect,0.0
2024-10-01,EU,P04,volume_effect,0.0
2024-10-01,OTHER,P01,volume_effect,0.0
2024-10-01,OTHER,P02,volume_effect,0.0
2024-10-01,OTHER,P03,volume_effect,0.0
2024-10-01,OTHER,P04,volume_effect,0.0
2024-11-01,APAC,P01,volume_effect,0.0
2024-11-01,APAC,P02,volume_effect,0.0
2024-11-01,APAC,P03,volume_effect,0.0
2024-11-01,APAC,P04,volume_effect,0.0
2024-11-01,EU,P01,volume_effect,0.0
2024-11-01,EU,P02,volume_effect,0.0
2024-11-01,EU,P03,volume_effect,0.0
2024-11-01,EU,P04,volume_effect,0.0
2024-11-01,OTHER,P01,volume_effect,0.0
2024-11-01,OTHER,P02,volume_effect,0.0
2024-11-01,OTHER,P03,volume_effect,0.0
2024-11-01,OTHER,P04,volume_effect,0.0
2024-12-01,APAC,P01,volume_effect,0.0
2024-12-01,APAC,P02,volume_effect,0.0
2024-12-01,APAC,P03,volume_effect,0.0
2024-12-01,APAC,P04,volume_effect,0.0
2024-12-01,EU,P01,volume_effect,0.0
2024-12-01,EU,P02,volume_effect,0.0
2024-12-01,EU,P03,volume_effect,0.0
2024-12-01,EU,P04,volume_effect,0.0
2024-12-01,OTHER,P01,volume_effect,0.0
2024-12-01,OTHER,P02,volume_effect,0.0
2024-12-01,OTHER,P03,volume_effect,0.0
2024-12-01,OTHER,P04,volume_effect,0.0
2025-01-01,APAC,P01,volume_effect,0.0
2025-01-01,APAC,P02,volume_effect,0.0
2025-01-01,APAC,P03,volume_effect,0.0
2025-01-01,APAC,P04,volume_effect,0.0
2025-01-01,EU,P01,volume_effect,0.0
2025-01-01,EU,P02,volume_effect,0.0
2025-01-01,EU,P03,volume_effect,0.0
2025-01-01,EU,P04,volume_effect,0.0
2025-01-01,OTHER,P01,volume_effect,0.0
2025-01-01,OTHER,P02,volume_effect,0.0
2025-01-01,OTHER,P03,volume_effect,0.0
2025-01-01,OTHER,P04,volume_effect,0.0
2025-02-01,APAC,P01,volume_effect,0.0
2025-02-01,APAC,P02,volume_effect,0.0
2025-02-01,APAC,P03,volume_effect,0.0
2025-02-01,APAC,P04,volume_effect,0.0
2025-02-01,EU,P01,volume_effect,0.0
2025-02-01,EU,P02,volume_effect,0.0
2025-02-01,EU,P03,volume_effect,0.0
2025-02-01,EU,P04,volume_effect,0.0
2025-02-01,OTHER,P01,volume_effect,0.0
2025-02-01,OTHER,P02,volume_effect,0.0
2025-02-01,OTHER,P03,volume_effect,0.0
2025-02-01,OTHER,P04,volume_effect,0.0
2025-03-01,APAC,P01,volume_effect,0.0
2025-03-01,APAC,P02,volume_effect,0.0
2025-03-01,APAC,P03,volume_effect,0.0
2025-03-01,APAC,P04,volume_effect,0.0
2025-03-01,EU,P01,volume_effect,0.0
2025-03-01,EU,P02,volume_effect,0.0
2025-03-01,EU,P03,volume_effect,0.0
2025-03-01,EU,P04,volume_effect,0.0
2025-03-01,OTHER,P01,volume_effect,0.0
2025-03-01,OTHER,P02,volume_effect,0.0
2025-03-01,OTHER,P03,volume_effect,0.0
2025-03-01,OTHER,P04,volume_effect,0.0
2025-04-01,APAC,P01,volume_effect,0.0
2025-04-01,APAC,P02,volume_effect,0.0
2025-04-01,APAC,P03,volume_effect,0.0
2025-04-01,APAC,P04,volume_effect,0.0
2025-04-01,EU,P01,volume_effect,0.0
2025-04-01,EU,P02,volume_effect,0.0
2025-04-01,EU,P03,volume_effect,0.0
2025-04-01,EU,P04,volume_effect,0.0
2025-04-01,OTHER,P01,volume_effect,0.0
2025-04-01,OTHER,P02,volume_effect,0.0
2025-04-01,OTHER,P03,volume_effect,0.0
2025-04-01,OTHER,P04,volume_effect,0.0
2025-05-01,APAC,P01,volume_effect,0.0
2025-05-01,APAC,P02,volume_effect,0.0
2025-05-01,APAC,P03,volume_effect,0.0
2025-05-01,APAC,P04,volume_effect,0.0
2025-05-01,EU,P01,volume_effect,0.0
2025-05-01,EU,P02,volume_effect,0.0
2025-05-01,EU,P03,volume_effect,0.0
2025-05-01,EU,P04,volume_effect,0.0
2025-05-01,OTHER,P01,volume_effect,0.0
2025-05-01,OTHER,P02,volume_effect,0.0
2025-05-01,OTHER,P03,volume_effect,0.0
2025-05-01,OTHER,P04,volume_effect,0.0
2025-06-01,APAC,P01,volume_effect,0.0
2025-06-01,APAC,P02,volume_effect,0.0
2025-06-01,APAC,P03,volume_effect,0.0
2025-06-01,APAC,P04,volume_effect,0.0
2025-06-01,EU,P01,volume_effect,0.0
2025-06-01,EU,P02,volume_effect,0.0
2025-06-01,EU,P03,volume_effect,0.0
2025-06-01,EU,P04,volume_effect,0.0
2025-06-01,OTHER,P01,volume_effect,0.0
2025-06-01,OTHER,P02,volume_effect,0.0
2025-06-01,OTHER,P03,volume_effect,0.0
2025-06-01,OTHER,P04,volume_effect,0.0
2025-07-01,APAC,P01,volume_effect,0.0
2025-07-01,APAC,P02,volume_effect,0.0
2025-07-01,APAC,P03,volume_effect,0.0
2025-07-01,APAC,P04,volume_effect,0.0
2025-07-01,EU,P01,volume_effect,0.0
2025-07-01,EU,P02,volume_effect,0.0
2025-07-01,EU,P03,volume_effect,0.0
2025-07-01,EU,P04,volume_effect,0.0
2025-07-01,OTHER,P01,volume_effect,0.0
2025-07-01,OTHER,P02,volume_effect,0.0
2025-07-01,OTHER,P03,volume_effect,0.0
2025-07-01,OTHER,P04,volume_effect,0.0
2025-08-01,APAC,P01,volume_effect,0.0
2025-08-01,APAC,P02,volume_effect,0.0
2025-08-01,APAC,P03,volume_effect,0.0
2025-08-01,APAC,P04,volume_effect,0.0
2025-08-01,EU,P01,volume_effect,0.0
2025-08-01,EU,P02,volume_effect,0.0
2025-08-01,EU,P03,volume_effect,0.0
2025-08-01,EU,P04,volume_effect,0.0
2025-08-01,OTHER,P01,volume_effect,0.0
2025-08-01,OTHER,P02,volume_effect,0.0
2025-08-01,OTHER,P03,volume_effect,0.0
2025-08-01,OTHER,P04,volume_effect,0.0
2025-09-01,APAC,P01,volume_effect,0.0
2025-09-01,APAC,P02,volume_effect,0.0
2025-09-01,APAC,P03,volume_effect,0.0
2025-09-01,APAC,P04,volume_effect,0.0
2025-09-01,EU,P01,volume_effect,0.0
2025-09-01,EU,P02,volume_effect,0.0
2025-09-01,EU,P03,volume_effect,0.0
2025-09-01,EU,P04,volume_effect,0.0
2025-09-01,OTHER,P01,volume_effect,0.0
2025-09-01,OTHER,P02,volume_effect,0.0
2025-09-01,OTHER,P03,volume_effect,0.0
2025-09-01,OTHER,P04,volume_effect,0.0
2025-10-01,APAC,P01,volume_effect,0.0
2025-10-01,APAC,P02,volume_effect,0.0
2025-10-01,APAC,P03,volume_effect,0.0
2025-10-01,APAC,P04,volume_effect,0.0
2025-10-01,EU,P01,volume_effect,0.0
2025-10-01,EU,P02,volume_effect,0.0
2025-10-01,EU,P03,volume_effect,0.0
2025-10-01,EU,P04,volume_effect,0.0
2025-10-01,OTHER,P01,volume_effect,0.0
2025-10-01,OTHER,P02,volume_effect,0.0
2025-10-01,OTHER,P03,volume_effect,0.0
2025-10-01,OTHER,P04,volume_effect,0.0
2025-11-01,APAC,P01,volume_effect,0.0
2025-11-01,APAC,P02,volume_effect,0.0
2025-11-01,APAC,P03,volume_effect,0.0
2025-11-01,APAC,P04,volume_effect,0.0
2025-11-01,EU,P01,volume_effect,0.0
2025-11-01,EU,P02,volume_effect,0.0
2025-11-01,EU,P03,volume_effect,0.0
2025-11-01,EU,P04,volume_effect,0.0
2025-11-01,OTHER,P01,volume_effect,0.0
2025-11-01,OTHER,P02,volume_effect,0.0
2025-11-01,OTHER,P03,volume_effect,0.0
2025-11-01,OTHER,P04,volume_effect,0.0
2025-12-01,APAC,P01,volume_effect,0.0
2025-12-01,APAC,P02,volume_effect,0.0
2025-12-01,APAC,P03,volume_effect,0.0
2025-12-01,APAC,P04,volume_effect,0.0
2025-12-01,EU,P01,volume_effect,0.0
2025-12-01,EU,P02,volume_effect,0.0
2025-12-01,EU,P03,volume_effect,0.0
2025-12-01,EU,P04,volume_effect,0.0
2025-12-01,OTHER,P01,volume_effect,0.0
2025-12-01,OTHER,P02,volume_effect,0.0
2025-12-01,OTHER,P03,volume_effect,0.0
2025-12-01,OTHER,P04,volume_effect,0.0
2026-01-01,APAC,P01,volume_effect,0.0
2026-01-01,APAC,P02,volume_effect,0.0
2026-01-01,APAC,P03,volume_effect,0.0
2026-01-01,APAC,P04,volume_effect,0.0
2026-01-01,EU,P01,volume_effect,0.0
2026-01-01,EU,P02,volume_effect,0.0
2026-01-01,EU,P03,volume_effect,0.0
2026-01-01,EU,P04,volume_effect,0.0
2026-01-01,OTHER,P01,volume_effect,0.0
2026-01-01,OTHER,P02,volume_effect,0.0
2026-01-01,OTHER,P03,volume_effect,0.0
2026-01-01,OTHER,P04,volume_effect,0.0
2026-02-01,APAC,P01,volume_effect,0.0
2026-02-01,APAC,P02,volume_effect,0.0
2026-02-01,APAC,P03,volume_effect,0.0
2026-02-01,APAC,P04,volume_effect,0.0
2026-02-01,EU,P01,volume_effect,0.0
2026-02-01,EU,P02,volume_effect,0.0
2026-02-01,EU,P03,volume_effect,0.0
2026-02-01,EU,P04,volume_effect,0.0
2026-02-01,OTHER,P01,volume_effect,0.0
2026-02-01,OTHER,P02,volume_effect,0.0
2026-02-01,OTHER,P03,volume_effect,0.0
2026-02-01,OTHER,P04,volume_effect,0.0
2026-03-01,APAC,P01,volume_effect,0.0
2026-03-01,APAC,P02,volume_effect,0.0
2026-03-01,APAC,P03,volume_effect,0.0
2026-03-01,APAC,P04,volume_effect,0.0
2026-03-01,EU,P01,volume_effect,0.0
2026-03-01,EU,P02,volume_effect,0.0
2026-03-01,EU,P03,volume_effect,0.0
2026-03-01,EU,P04,volume_effect,0.0
2026-03-01,OTHER,P01,volume_effect,0.0
2026-03-01,OTHER,P02,volume_effect,0.0
2026-03-01,OTHER,P03,volume_effect,0.0
2026-03-01,OTHER,P04,volume_effect,0.0
2026-04-01,APAC,P01,volume_effect,0.0
2026-04-01,APAC,P02,volume_effect,0.0
2026-04-01,APAC,P03,volume_effect,0.0
2026-04-01,APAC,P04,volume_effect,0.0
2026-04-01,EU,P01,volume_effect,-28432.575293037255
2026-04-01,EU,P02,volume_effect,0.0
2026-04-01,EU,P03,volume_effect,0.0
2026-04-01,EU,P04,volume_effect,0.0
2026-04-01,OTHER,P01,volume_effect,0.0
2026-04-01,OTHER,P02,volume_effect,0.0
2026-04-01,OTHER,P03,volume_effect,0.0
2026-04-01,OTHER,P04,volume_effect,0.0
2026-05-01,APAC,P01,volume_effect,0.0
2026-05-01,APAC,P02,volume_effect,0.0
2026-05-01,APAC,P03,volume_effect,0.0
2026-05-01,APAC,P04,volume_effect,0.0
2026-05-01,EU,P01,volume_effect,-24592.402273807722
2026-05-01,EU,P02,volume_effect,0.0
2026-05-01,EU,P03,volume_effect,0.0
2026-05-01,EU,P04,volume_effect,0.0
2026-05-01,OTHER,P01,volume_effect,0.0
2026-05-01,OTHER,P02,volume_effect,0.0
2026-05-01,OTHER,P03,volume_effect,0.0
2026-05-01,OTHER,P04,volume_effect,0.0
2026-06-01,APAC,P01,volume_effect,0.0
2026-06-01,APAC,P02,volume_effect,0.0
2026-06-01,APAC,P03,volume_effect,0.0
2026-06-01,APAC,P04,volume_effect,0.0
2026-06-01,EU,P01,volume_effect,-16644.391075896372
2026-06-01,EU,P02,volume_effect,0.0
2026-06-01,EU,P03,volume_effect,0.0
2026-06-01,EU,P04,volume_effect,0.0
2026-06-01,OTHER,P01,volume_effect,0.0
2026-06-01,OTHER,P02,volume_effect,0.0
2026-06-01,OTHER,P03,volume_effect,0.0
2026-06-01,OTHER,P04,volume_effect,0.0
2026-07-01,APAC,P01,volume_effect,0.0
2026-07-01,APAC,P02,volume_effect,0.0
2026-07-01,APAC,P03,volume_effect,0.0
2026-07-01,APAC,P04,volume_effect,0.0
2026-07-01,EU,P01,volume_effect,-9505.694842248387
2026-07-01,EU,P02,volume_effect,0.0
2026-07-01,EU,P03,volume_effect,0.0
2026-07-01,EU,P04,volume_effect,0.0
2026-07-01,OTHER,P01,volume_effect,0.0
2026-07-01,OTHER,P02,volume_effect,0.0
2026-07-01,OTHER,P03,volume_effect,0.0
2026-07-01,OTHER,P04,volume_effect,0.0
2026-08-01,APAC,P01,volume_effect,0.0
2026-08-01,APAC,P02,volume_effect,0.0
2026-08-01,APAC,P03,volume_effect,0.0
2026-08-01,APAC,P04,volume_effect,0.0
2026-08-01,EU,P01,volume_effect,-20487.354531981786
2026-08-01,EU,P02,volume_effect,0.0
2026-08-01,EU,P03,volume_effect,0.0
2026-08-01,EU,P04,volume_effect,0.0
2026-08-01,OTHER,P01,volume_effect,0.0
2026-08-01,OTHER,P02,volume_effect,0.0
2026-08-01,OTHER,P03,volume_effect,0.0
2026-08-01,OTHER,P04,volume_effect,0.0
2026-09-01,APAC,P01,volume_effect,0.0
2026-09-01,APAC,P02,volume_effect,0.0
2026-09-01,APAC,P03,volume_effect,0.0
2026-09-01,APAC,P04,volume_effect,0.0
2026-09-01,EU,P01,volume_effect,-18175.981460554853
2026-09-01,EU,P02,volume_effect,0.0
2026-09-01,EU,P03,volume_effect,0.0
2026-09-01,EU,P04,volume_effect,0.0
2026-09-01,OTHER,P01,volume_effect,0.0
2026-09-01,OTHER,P02,volume_effect,0.0
2026-09-01,OTHER,P03,volume_effect,0.0
2026-09-01,OTHER,P04,volume_effect,0.0
2026-10-01,APAC,P01,volume_effect,0.0
2026-10-01,APAC,P02,volume_effect,0.0
2026-10-01,APAC,P03,volume_effect,0.0
2026-10-01,APAC,P04,volume_effect,0.0
2026-10-01,EU,P01,volume_effect,-16007.206032604498
2026-10-01,EU,P02,volume_effect,0.0
2026-10-01,EU,P03,volume_effect,0.0
2026-10-01,EU,P04,volume_effect,0.0
2026-10-01,OTHER,P01,volume_effect,0.0
2026-10-01,OTHER,P02,volume_effect,0.0
2026-10-01,OTHER,P03,volume_effect,0.0
2026-10-01,OTHER,P04,volume_effect,0.0
2026-11-01,APAC,P01,volume_effect,0.0
2026-11-01,APAC,P02,volume_effect,0.0
2026-11-01,APAC,P03,volume_effect,0.0
2026-11-01,APAC,P04,volume_effect,0.0
2026-11-01,EU,P01,volume_effect,-20170.64364626016
2026-11-01,EU,P02,volume_effect,0.0
2026-11-01,EU,P03,volume_effect,0.0
2026-11-01,EU,P04,volume_effect,0.0
2026-11-01,OTHER,P01,volume_effect,0.0
2026-11-01,OTHER,P02,volume_effect,0.0
2026-11-01,OTHER,P03,volume_effect,0.0
2026-11-01,OTHER,P04,volume_effect,0.0
2026-12-01,APAC,P01,volume_effect,0.0
2026-12-01,APAC,P02,volume_effect,0.0
2026-12-01,APAC,P03,volume_effect,0.0
2026-12-01,APAC,P04,volume_effect,0.0
2026-12-01,EU,P01,volume_effect,-20629.748553856487
2026-12-01,EU,P02,volume_effect,0.0
2026-12-01,EU,P03,volume_effect,0.0
2026-12-01,EU,P04,volume_effect,0.0
2026-12-01,OTHER,P01,volume_effect,0.0
2026-12-01,OTHER,P02,volume_effect,0.0
2026-12-01,OTHER,P03,volume_effect,0.0
2026-12-01,OTHER,P04,volume_effect,0.0
2024-01-01,APAC,P01,price_effect,0.0
2024-01-01,APAC,P02,price_effect,0.0
2024-01-01,APAC,P03,price_effect,0.0
2024-01-01,APAC,P04,price_effect,0.0
2024-01-01,EU,P01,price_effect,0.0
2024-01-01,EU,P02,price_effect,0.0
2024-01-01,EU,P03,price_effect,0.0
2024-01-01,EU,P04,price_effect,0.0
2024-01-01,OTHER,P01,price_effect,0.0
2024-01-01,OTHER,P02,price_effect,0.0
2024-01-01,OTHER,P03,price_effect,0.0
2024-01-01,OTHER,P04,price_effect,0.0
2024-02-01,APAC,P01,price_effect,0.0
2024-02-01,APAC,P02,price_effect,0.0
2024-02-01,APAC,P03,price_effect,0.0
2024-02-01,APAC,P04,price_effect,0.0
2024-02-01,EU,P01,price_effect,0.0
2024-02-01,EU,P02,price_effect,0.0
2024-02-01,EU,P03,price_effect,0.0
2024-02-01,EU,P04,price_effect,0.0
2024-02-01,OTHER,P01,price_effect,0.0
2024-02-01,OTHER,P02,price_effect,0.0
2024-02-01,OTHER,P03,price_effect,0.0
2024-02-01,OTHER,P04,price_effect,0.0
2024-03-01,APAC,P01,price_effect,0.0
2024-03-01,APAC,P02,price_effect,0.0
2024-03-01,APAC,P03,price_effect,0.0
2024-03-01,APAC,P04,price_effect,0.0
2024-03-01,EU,P01,price_effect,0.0
2024-03-01,EU,P02,price_effect,0.0
2024-03-01,EU,P03,price_effect,0.0
2024-03-01,EU,P04,price_effect,0.0
2024-03-01,OTHER,P01,price_effect,0.0
2024-03-01,OTHER,P02,price_effect,0.0
2024-03-01,OTHER,P03,price_effect,0.0
2024-03-01,OTHER,P04,price_effect,0.0
2024-04-01,APAC,P01,price_effect,0.0
2024-04-01,APAC,P02,price_effect,0.0
2024-04-01,APAC,P03,price_effect,0.0
2024-04-01,APAC,P04,price_effect,0.0
2024-04-01,EU,P01,price_effect,0.0
2024-04-01,EU,P02,price_effect,0.0
2024-04-01,EU,P03,price_effect,0.0
2024-04-01,EU,P04,price_effect,0.0
2024-04-01,OTHER,P01,price_effect,0.0
2024-04-01,OTHER,P02,price_effect,0.0
2024-04-01,OTHER,P03,price_effect,0.0
2024-04-01,OTHER,P04,price_effect,0.0
2024-05-01,APAC,P01,price_effect,0.0
2024-05-01,APAC,P02,price_effect,0.0
2024-05-01,APAC,P03,price_effect,0.0
2024-05-01,APAC,P04,price_effect,0.0
2024-05-01,EU,P01,price_effect,0.0
2024-05-01,EU,P02,price_effect,0.0
2024-05-01,EU,P03,price_effect,0.0
2024-05-01,EU,P04,price_effect,0.0
2024-05-01,OTHER,P01,price_effect,0.0
2024-05-01,OTHER,P02,price_effect,0.0
2024-05-01,OTHER,P03,price_effect,0.0
2024-05-01,OTHER,P04,price_effect,0.0
2024-06-01,APAC,P01,price_effect,0.0
2024-06-01,APAC,P02,price_effect,0.0
2024-06-01,APAC,P03,price_effect,0.0
2024-06-01,APAC,P04,price_effect,0.0
2024-06-01,EU,P01,price_effect,0.0
2024-06-01,EU,P02,price_effect,0.0
2024-06-01,EU,P03,price_effect,0.0
2024-06-01,EU,P04,price_effect,0.0
2024-06-01,OTHER,P01,price_effect,0.0
2024-06-01,OTHER,P02,price_effect,0.0
2024-06-01,OTHER,P03,price_effect,0.0
2024-06-01,OTHER,P04,price_effect,0.0
2024-07-01,APAC,P01,price_effect,0.0
2024-07-01,APAC,P02,price_effect,0.0
2024-07-01,APAC,P03,price_effect,0.0
2024-07-01,APAC,P04,price_effect,0.0
2024-07-01,EU,P01,price_effect,0.0
2024-07-01,EU,P02,price_effect,0.0
2024-07-01,EU,P03,price_effect,0.0
2024-07-01,EU,P04,price_effect,0.0
2024-07-01,OTHER,P01,price_effect,0.0
2024-07-01,OTHER,P02,price_effect,0.0
2024-07-01,OTHER,P03,price_effect,0.0
2024-07-01,OTHER,P04,price_effect,0.0
2024-08-01,APAC,P01,price_effect,0.0
2024-08-01,APAC,P02,price_effect,0.0
2024-08-01,APAC,P03,price_effect,0.0
2024-08-01,APAC,P04,price_effect,0.0
2024-08-01,EU,P01,price_effect,0.0
2024-08-01,EU,P02,price_effect,0.0
2024-08-01,EU,P03,price_effect,0.0
2024-08-01,EU,P04,price_effect,0.0
2024-08-01,OTHER,P01,price_effect,0.0
2024-08-01,OTHER,P02,price_effect,0.0
2024-08-01,OTHER,P03,price_effect,0.0
2024-08-01,OTHER,P04,price_effect,0.0
2024-09-01,APAC,P01,price_effect,0.0
2024-09-01,APAC,P02,price_effect,0.0
2024-09-01,APAC,P03,price_effect,0.0
2024-09-01,APAC,P04,price_effect,0.0
2024-09-01,EU,P01,price_effect,0.0
2024-09-01,EU,P02,price_effect,0.0
2024-09-01,EU,P03,price_effect,0.0
2024-09-01,EU,P04,price_effect,0.0
2024-09-01,OTHER,P01,price_effect,0.0
2024-09-01,OTHER,P02,price_effect,0.0
2024-09-01,OTHER,P03,price_effect,0.0
2024-09-01,OTHER,P04,price_effect,0.0
2024-10-01,APAC,P01,price_effect,0.0
2024-10-01,APAC,P02,price_effect,0.0
2024-10-01,APAC,P03,price_effect,0.0
2024-10-01,APAC,P04,price_effect,0.0
2024-10-01,EU,P01,price_effect,0.0
2024-10-01,EU,P02,price_effect,0.0
2024-10-01,EU,P03,price_effect,0.0
2024-10-01,EU,P04,price_effect,0.0
2024-10-01,OTHER,P01,price_effect,0.0
2024-10-01,OTHER,P02,price_effect,0.0
2024-10-01,OTHER,P03,price_effect,0.0
2024-10-01,OTHER,P04,price_effect,0.0
2024-11-01,APAC,P01,price_effect,0.0
2024-11-01,APAC,P02,price_effect,0.0
2024-11-01,APAC,P03,price_effect,0.0
2024-11-01,APAC,P04,price_effect,0.0
2024-11-01,EU,P01,price_effect,0.0
2024-11-01,EU,P02,price_effect,0.0
2024-11-01,EU,P03,price_effect,0.0
2024-11-01,EU,P04,price_effect,0.0
2024-11-01,OTHER,P01,price_effect,0.0
2024-11-01,OTHER,P02,price_effect,0.0
2024-11-01,OTHER,P03,price_effect,0.0
2024-11-01,OTHER,P04,price_effect,0.0
2024-12-01,APAC,P01,price_effect,0.0
2024-12-01,APAC,P02,price_effect,0.0
2024-12-01,APAC,P03,price_effect,0.0
2024-12-01,APAC,P04,price_effect,0.0
2024-12-01,EU,P01,price_effect,0.0
2024-12-01,EU,P02,price_effect,0.0
2024-12-01,EU,P03,price_effect,0.0
2024-12-01,EU,P04,price_effect,0.0
2024-12-01,OTHER,P01,price_effect,0.0
2024-12-01,OTHER,P02,price_effect,0.0
2024-12-01,OTHER,P03,price_effect,0.0
2024-12-01,OTHER,P04,price_effect,0.0
2025-01-01,APAC,P01,price_effect,0.0
2025-01-01,APAC,P02,price_effect,0.0
2025-01-01,APAC,P03,price_effect,0.0
2025-01-01,APAC,P04,price_effect,0.0
2025-01-01,EU,P01,price_effect,0.0
2025-01-01,EU,P02,price_effect,0.0
2025-01-01,EU,P03,price_effect,0.0
2025-01-01,EU,P04,price_effect,0.0
2025-01-01,OTHER,P01,price_effect,0.0
2025-01-01,OTHER,P02,price_effect,0.0
