,date,region_id,account_id,value_actual,value_budget,variance,variance_pct,material,rolling_mean,rolling_std,z_score,anomaly
252,2025-03-01,APAC,COGS,-228592.0565231345,-224020.2153926718,-4571.841130462708,0.020408163265306204,False,-6417.4995216535945,1466.3017243705197,1.2587166478190046,False
270,2025-04-01,APAC,COGS,-391367.83428298397,-383540.4775973243,-7827.356685659674,0.02040816326530611,False,-5846.001601948209,1392.1255886973593,-1.4232588638539863,False
288,2025-05-01,APAC,COGS,-411863.5621054928,-403626.2908633828,-8237.271242109942,0.020408163265306343,False,-6507.584301157321,1186.3373175040883,-1.4580060118075657,False
306,2025-06-01,APAC,COGS,-311236.87958462053,-305012.1419929281,-6224.73759169242,0.02040816326530616,False,-6838.491117591436,1364.286777359215,0.44987134382921246,False
324,2025-07-01,APAC,COGS,-478023.12221243075,-468462.6597681822,-9560.462444248553,0.020408163265305986,False,-6602.479368438847,1319.4819931881746,-2.2417760083732046,False
342,2025-08-01,APAC,COGS,-454586.1708567942,-445494.4474396585,-9091.72341713577,0.02040816326530586,False,-7085.316708275573,1791.7767798420605,-1.1197860868791123,False
360,2025-09-01,APAC,COGS,-314308.08386368834,-308021.9221864146,-6286.161677273748,0.02040816326530606,False,-7585.565418551511,1875.4359565224565,0.6928542330430703,False
378,2025-10-01,APAC,COGS,-269181.51694941,-263797.8866104218,-5383.63033898821,0.02040816326530616,False,-7871.285509686684,1393.0111493054924,1.785811385600707,False
396,2025-11-01,APAC,COGS,-254179.80214282355,-249096.20609996704,-5083.596042856516,0.020408163265306305,False,-7463.99778524144,1725.8968146599484,1.3792259897379395,False
414,2025-12-01,APAC,COGS,-400424.2338392639,-392415.7491624785,-8008.484676785418,0.020408163265306485,False,-6938.385252032535,1913.3399321563797,-0.5592834847422302,False
432,2026-01-01,APAC,COGS,-402598.8165337653,-394546.8402030901,-8051.976330675186,0.02040816326530581,False,-7235.676432881369,1918.8473622675397,-0.4254115850200712,False
450,2026-02-01,APAC,COGS,-302957.9536966639,-296898.79462273064,-6059.1590739332605,0.020408163265306062,False,-6984.262080619141,1630.480693768222,0.5673805339871056,False
468,2026-03-01,APAC,COGS,-324247.878419959,-317762.9208515598,-6484.957568399201,0.02040816326530619,False,-6478.834690085389,1278.5943585993766,-0.004788757491874527,False
486,2026-04-01,APAC,COGS,-383365.6505771224,-375698.33756558,-7667.313011542428,0.02040816326530607,False,-6511.967338606298,1275.1741555250896,-0.9060297120438295,False
504,2026-05-01,APAC,COGS,-433351.40067039337,-424684.3726569855,-8667.028013407893,0.020408163265306183,False,-6892.581117365335,1210.1920328917492,-1.4662523366663753,False
522,2026-06-01,APAC,COGS,-319952.6544192505,-313553.6013308655,-6399.0530883849715,0.020408163265306,False,-7489.819779123897,1005.8722040953095,1.0843988791995411,False
540,2026-07-01,APAC,COGS,-331541.854499783,-324911.0174097873,-6630.837089995737,0.020408163265306364,False,-7221.581181057157,1053.3699710415349,0.5608134912725039,False
558,2026-08-01,APAC,COGS,-487419.447596689,-477671.0586447554,-9748.388951933652,0.020408163265305847,False,-6984.724640943915,986.9911684010709,-2.8000902130328913,False
576,2026-09-01,APAC,COGS,-372822.0492155692,-365365.6082312577,-7456.440984311514,0.02040816326530648,False,-7599.596287277313,1369.9287418492052,0.1044983571718927,False
594,2026-10-01,APAC,COGS,-332741.74795373983,-326086.912994665,-6654.834959074855,0.020408163265306305,False,-7761.510189929366,1265.2510489729393,0.87466849504124,False
612,2026-11-01,APAC,COGS,-458309.0762586724,-449142.8947334989,-9166.18152517348,0.0204081632653062,False,-7592.763847851437,1345.3108246809245,-1.1695569889547424,False
630,2026-12-01,APAC,COGS,-422385.4257941525,-413937.7172782695,-8447.708515882958,0.020408163265305892,False,-7675.956099812368,1437.3155575732942,-0.5369401395568176,False
1,2024-01-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,,,,False
19,2024-02-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,,,,False
37,2024-03-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,,,,False
55,2024-04-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
73,2024-05-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
91,2024-06-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
109,2024-07-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
127,2024-08-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
145,2024-09-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
163,2024-10-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
181,2024-11-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
199,2024-12-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
217,2025-01-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
235,2025-02-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
253,2025-03-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
271,2025-04-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
289,2025-05-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
307,2025-06-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
325,2025-07-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
343,2025-08-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
361,2025-09-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
379,2025-10-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
397,2025-11-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
415,2025-12-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
433,2026-01-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
451,2026-02-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
469,2026-03-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
487,2026-04-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
505,2026-05-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
523,2026-06-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
541,2026-07-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
559,2026-08-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
577,2026-09-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
595,2026-10-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
613,2026-11-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
631,2026-12-01,APAC,IT,-9166.666666666666,-8891.666666666666,-275.0,0.030927835051546393,False,-275.0,0.0,,False
2,2024-01-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,,,,False
20,2024-02-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,,,,False
38,2024-03-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,,,,False
56,2024-04-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
74,2024-05-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
92,2024-06-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
110,2024-07-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
128,2024-08-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
146,2024-09-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
164,2024-10-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
182,2024-11-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
200,2024-12-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
218,2025-01-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
236,2025-02-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
254,2025-03-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
272,2025-04-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
290,2025-05-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
308,2025-06-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
326,2025-07-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
344,2025-08-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
362,2025-09-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
380,2025-10-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
398,2025-11-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
416,2025-12-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
434,2026-01-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
452,2026-02-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
470,2026-03-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
488,2026-04-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
506,2026-05-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
524,2026-06-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
542,2026-07-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
560,2026-08-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
578,2026-09-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
596,2026-10-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
614,2026-11-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
632,2026-12-01,APAC,MARKETING,-18333.33333333333,-17783.333333333332,-549.9999999999964,0.030927835051546188,False,-549.9999999999964,0.0,,False
3,2024-01-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,,,,False
21,2024-02-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,,,,False
39,2024-03-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,,,,False
57,2024-04-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
75,2024-05-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
93,2024-06-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
111,2024-07-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
129,2024-08-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
147,2024-09-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
165,2024-10-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
183,2024-11-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
201,2024-12-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
219,2025-01-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
237,2025-02-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
255,2025-03-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
273,2025-04-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
291,2025-05-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
309,2025-06-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
327,2025-07-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
345,2025-08-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
363,2025-09-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
381,2025-10-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
399,2025-11-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
417,2025-12-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
435,2026-01-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
453,2026-02-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
471,2026-03-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
489,2026-04-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
507,2026-05-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
525,2026-06-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
543,2026-07-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
561,2026-08-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
579,2026-09-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
597,2026-10-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
615,2026-11-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
633,2026-12-01,APAC,PAYROLL,-70833.33333333331,-68708.33333333331,-2125.0,0.0309278350515464,False,-2125.0,0.0,,False
4,2024-01-01,APAC,REV,645985.0857432148,671824.4891729434,-25839.403429728583,-0.03846153846153845,False,,,,False
22,2024-02-01,APAC,REV,776667.833964932,807734.5473235294,-31066.713358597364,-0.03846153846153856,False,,,,False
40,2024-03-01,APAC,REV,652042.3681506988,678124.0628767268,-26081.694726028014,-0.03846153846153855,False,,,,False
58,2024-04-01,APAC,REV,820355.7688657512,853169.9996203814,-32814.230754630174,-0.0384615384615386,False,-27662.603838117986,2950.533424421653,-1.745998494330557,False
76,2024-05-01,APAC,REV,1220484.2697113322,1269303.6404997855,-48819.37078845338,-0.03846153846153853,False,-28950.510567246034,3526.83710485086,-5.633620048365557,True
94,2024-06-01,APAC,REV,626404.0957740407,651460.2596050022,-25056.163830961566,-0.038461538461538367,False,-32924.282611487506,9395.91700001068,0.8373976462879563,False
112,2024-07-01,APAC,REV,864877.7434028364,899472.8531389498,-34595.10973611346,-0.038461538461538464,False,-31612.929481399846,8996.915427390431,-0.33146696540400844,False
130,2024-08-01,APAC,REV,905345.9824560295,941559.8217542708,-36213.839298241306,-0.03846153846153859,False,-33072.21386579733,8573.27436342823,-0.3664440561759562,False
148,2024-09-01,APAC,REV,851151.9839037191,885198.063259868,-34046.07935614884,-0.03846153846153854,False,-33930.06818907132,8589.964614440725,-0.013505430148395961,False
166,2024-10-01,APAC,REV,410410.69046861294,426827.1180873575,-16416.42761874455,-0.03846153846153853,False,-35257.46562742479,7704.3111204846755,2.4455188418578504,False
184,2024-11-01,APAC,REV,665088.334415458,691691.8677920763,-26603.533376618292,-0.03846153846153842,False,-32524.498438110517,10963.418334258733,0.5400655964198923,False
202,2024-12-01,APAC,REV,812851.9241072256,845366.0010715148,-32514.076964289183,-0.03846153846153864,False,-28821.858869471336,7592.897096019819,-0.4862726371931604,False
220,2025-01-01,APAC,REV,708876.4260881053,737231.4831316295,-28355.057043524223,-0.038461538461538484,False,-30064.844391692604,7462.471022920814,0.2291181222569318,False
238,2025-02-01,APAC,REV,647896.9314340571,673812.8086914193,-25915.87725736224,-0.0384615384615384,False,-29024.8356095944,7132.359047660344,0.435894818454492,False
256,2025-03-01,APAC,REV,486366.0777087968,505820.7208171488,-19454.643108352033,-0.03846153846153876,False,-27308.50860278122,6239.581805832014,1.2587166478189828,False
274,2025-04-01,APAC,REV,832697.5197510298,866005.420541071,-33307.9007900412,-0.038461538461538464,False,-24876.60256148175,5923.938675307963,-1.423258863853978,False
292,2025-05-01,APAC,REV,876305.4512882823,911357.6693398138,-35052.21805153147,-0.03846153846153865,False,-27691.848090031195,5048.243904272708,-1.4580060118075195,False
310,2025-06-01,APAC,REV,662206.1267757885,688694.3718468199,-26488.245071031382,-0.03846153846153825,False,-29099.962202516723,5805.4756483370375,0.449871343829245,False
328,2025-07-01,APAC,REV,1017070.472792406,1057753.2917041024,-40682.81891169644,-0.03846153846153864,False,-28095.656886973757,5614.81699229006,-2.2417760083733174,False
346,2025-08-01,APAC,REV,967204.6188442431,1005892.8035980128,-38688.18475376967,-0.0384615384615384,False,-30150.28386500246,7624.582041881224,-1.119786086879149,False
364,2025-09-01,APAC,REV,668740.6039652944,695490.2281239062,-26749.624158611758,-0.03846153846153843,False,-32279.00178107036,7980.578538393591,0.6928542330430609,False
382,2025-10-01,APAC,REV,572726.6318072554,595635.6970795457,-22909.06527229026,-0.038461538461538526,False,-33494.83195611365,5927.707018321456,1.7858113856006592,False
400,2025-11-01,APAC,REV,540808.089665582,562440.4132522054,-21632.3235866233,-0.038461538461538484,False,-31761.69270315516,7344.241764510622,1.3792259897379378,False
418,2025-12-01,APAC,REV,851966.4549771572,886045.1131762434,-34078.6581990862,-0.038461538461538367,False,-29525.043625670467,8141.872051729556,-0.5592834847421145,False
436,2026-01-01,APAC,REV,856593.2266675859,890856.9557342894,-34263.72906670347,-0.0384615384615385,False,-30790.11248034627,8165.307924542904,-0.42541158502012677,False
454,2026-02-01,APAC,REV,644591.3908439658,670375.0464777243,-25783.65563375852,-0.038461538461538304,False,-29720.26417284744,6938.215718162791,0.5673805339871036,False
472,2026-03-01,APAC,REV,689889.1030211893,717484.6671420371,-27595.56412084773,-0.03846153846153867,False,-27569.50931951225,5440.82705786972,-0.004788757491894928,False
490,2026-04-01,APAC,REV,815671.5969726009,848298.4608515048,-32626.86387890391,-0.03846153846153832,False,-27710.499313218246,5426.273002234459,-0.9060297120438241,False
508,2026-05-01,APAC,REV,922024.2567455178,958905.2270153386,-36880.97026982077,-0.03846153846153852,False,-29330.132414320524,5149.753331454299,-1.4662523366663616,False
526,2026-06-01,APAC,REV,680750.3285515968,707980.3416936606,-27230.01314206375,-0.03846153846153829,False,-31871.573528186767,4280.3072514693895,1.0843988791995274,False
544,2026-07-01,APAC,REV,705408.2010633681,733624.529105903,-28216.328042534882,-0.038461538461538665,False,-30730.13268534969,4482.425408687462,0.5608134912725513,False
562,2026-08-01,APAC,REV,1037062.6544610407,1078545.1606394823,-41482.50617844157,-0.03846153846153842,False,-29722.232514654926,4199.962418727967,-2.8000902130330125,False
580,2026-09-01,APAC,REV,793238.4025863174,824967.9386897702,-31729.53610345279,-0.03846153846153857,False,-32338.707605435437,5829.48400786912,0.10449835717197915,False
598,2026-10-01,APAC,REV,707961.1658590209,736279.6124933817,-28318.446634360826,-0.038461538461538436,False,-33027.70293586961,5384.047016906326,0.8746684950412493,False
616,2026-11-01,APAC,REV,975125.694167388,1014130.7219340836,-39005.0277666956,-0.03846153846153853,False,-32309.63339511243,5724.726913536073,-1.1695569889546984,False
634,2026-12-01,APAC,REV,898692.3953067077,934640.0911189759,-35947.69581226818,-0.03846153846153833,False,-32663.6429779249,6116.236415205715,-0.536940139556856,False
5,2024-01-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,,,,False
23,2024-02-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,,,,False
41,2024-03-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,,,,False
59,2024-04-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
77,2024-05-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
95,2024-06-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
113,2024-07-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
131,2024-08-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
149,2024-09-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
167,2024-10-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
185,2024-11-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
203,2024-12-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
221,2025-01-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
239,2025-02-01,APAC,TRAVEL,-6250.0,-6062.5,-187.5,0.030927835051546393,False,-187.5,0.0,,False
