date,region_id,revenue actual,cogs actual,gross profit actual,payroll actual,marketing actual,it actual,travel actual,opex actual,ebitda actual,ebitda margin actual,revenue budget,cogs budget,gross profit budget,payroll budget,marketing budget,it budget,travel budget,opex budget,ebitda budget,ebitda margin budget,revenue variance,revenue variance pct,ebitda margin variance pp,cogs variance,cogs variance pct,gross profit variance,gross profit variance pct,payroll variance,payroll variance pct,marketing variance,marketing variance pct,it variance,it variance pct,travel variance,travel variance pct,opex variance,opex variance pct,ebitda variance,ebitda variance pct,ebitda margin variance,ebitda margin variance pct
2024-04-01,EU,765230.9992429641,-359658.56964419305,1124889.5688871571,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1020306.2355538239,1.3333310288830476,795840.2392126827,-352465.39825130923,1148305.637463992,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1046859.8041306587,1.3154145173236118,-30609.23996971862,-0.038461538461538526,1.7916511559435744,-7193.171392883814,0.02040816326530599,-23416.068576834863,-0.02039184326269506,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-26553.568576834863,-0.025364971003816197,0.017916511559435744,0.013620430156031198
2024-04-01,OTHER,917400.656064412,-431178.3083502735,1348578.9644146855,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1243995.6310813522,1.3560003722016192,954096.6823069884,-422554.7421832681,1376651.4244902565,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1275205.5911569232,1.3365580394572794,-36696.02624257642,-0.03846153846153841,1.9442332744339819,-8623.566167005396,0.020408163265305944,-28072.46007557097,-0.020391843262694897,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-31209.96007557097,-0.024474453603403595,0.01944233274433982,0.014546568252460283
2024-05-01,APAC,1220484.2697113322,-573627.6067643261,1794111.8764756583,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1689528.543142325,1.3843099702890318,1269303.6404997855,-562155.0546290396,1831458.695128825,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1730012.8617954918,1.36296218382727,-48819.37078845338,-0.03846153846153853,2.134778646176172,-11472.552135286503,0.02040816326530609,-37346.81865316676,-0.02039184326269492,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-40484.31865316676,-0.023401166284480773,0.02134778646176172,0.01566278706413996
2024-05-01,EU,982212.1427120535,-461639.707074665,1443851.8497867184,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1339268.5164533851,1.3635226629915598,1021500.6284205356,-452406.9129331717,1473907.5413537072,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1372461.708020374,1.3435740222132817,-39288.4857084821,-0.03846153846153842,1.994864077827807,-9232.794141493272,0.02040816326530606,-30055.691566988826,-0.020391843262694918,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-33193.191566988826,-0.024185149482142114,0.01994864077827807,0.014847444538572199
2024-05-01,OTHER,758965.7968726264,-356713.92453013436,1115679.7214027608,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1011096.3880694276,1.332202837381768,789324.4287475316,-349579.64603953174,1138904.0747870633,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1037458.24145373,1.3143622617887645,-30358.6318749052,-0.03846153846153864,1.784057559300356,-7134.278490602621,0.02040816326530593,-23224.353384302463,-0.020391843262695004,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-26361.853384302463,-0.02541003804390539,0.01784057559300356,0.013573560434338444
2024-06-01,APAC,626404.0957740407,-294409.92501379905,920814.0207878398,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,816230.6874545065,1.3030417472700258,651460.2596050022,-288521.7265135231,939981.9861185253,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,838536.152785192,1.28716393735762,-25056.163830961566,-0.03846153846153837,1.5877809912405727,-5888.198500275961,0.02040816326530605,-19167.96533068549,-0.02039184326269476,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-22305.46533068549,-0.026600481394389544,0.015877809912405727,0.012335499349834803
2024-06-01,EU,726786.0286999977,-341589.43348899885,1068375.4621889966,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,963792.1288556634,1.3261016183533392,755857.4698479975,-334757.6448192189,1090615.1146672163,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,989169.2813338831,1.3086717017334026,-29071.441147999838,-0.03846153846153837,1.7429916619936536,-6831.788669779955,0.020408163265306055,-22239.65247821971,-0.020391843262694723,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-25377.15247821971,-0.02565501472508216,0.017429916619936536,0.01331878468591452
2024-06-01,OTHER,848600.0617919997,-398842.02904223977,1247442.0908342395,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1142858.7575009062,1.3467578061301535,882544.0642636798,-390865.1884613951,1273409.252725075,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1171963.4193917417,1.3279375691790858,-33944.002471680054,-0.03846153846153853,1.8820236951067715,-7976.84058084467,0.020408163265305795,-25967.1618908355,-0.02039184326269516,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-29104.6618908355,-0.024834104383514844,0.018820236951067715,0.014172531441144592
2024-07-01,APAC,864877.7434028364,-406492.53939933307,1271370.2828021694,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1166786.9494688362,1.3490773214699072,899472.8531389498,-398362.6886113464,1297835.5417502963,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1196389.708416963,1.3301009632940481,-34595.10973611346,-0.038461538461538464,1.8976358175859076,-8129.850787986652,0.0204081632653061,-26465.258948126808,-0.020391843262694935,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-29602.758948126808,-0.024743408222139038,0.018976358175859076,0.014266855448975367
2024-07-01,EU,656319.5984278255,-308470.211261078,964789.8096889035,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,860206.4763555701,1.3106518202658333,682572.3823649385,-302300.8070358564,984873.1894007949,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,883427.3560674617,1.2942617939017869,-26252.78393711301,-0.03846153846153845,1.6390026364046406,-6169.404225221602,0.020408163265306263,-20083.379711891408,-0.02039184326269487,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-23220.879711891524,-0.026284990556844717,0.016390026364046406,0.012663609820881523
2024-07-01,OTHER,746608.4129527928,-350905.9540878126,1097514.3670406055,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,992931.0337072723,1.3299221070658551,776472.7494709046,-343887.83500605635,1120360.5844769608,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1018914.7511436276,1.3122350421671916,-29864.336518111755,-0.03846153846153851,1.7687064898663563,-7018.119081756275,0.020408163265306187,-22846.217436355306,-0.020391843262694786,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-25983.717436355306,-0.025501365454952185,0.017687064898663563,0.013478579926849765
2024-08-01,APAC,905345.9824560295,-425512.611754334,1330858.5942103635,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1226275.2608770302,1.3544824681834686,941559.8217542708,-417002.35951924726,1358562.1812735181,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1257116.3479401849,1.3351423020557351,-36213.839298241306,-0.03846153846153859,1.9340166127733482,-8510.252235086751,0.020408163265306298,-27703.58706315467,-0.020391843262695043,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-30841.08706315467,-0.0245332002194455,0.019340166127733482,0.014485471771776828
2024-08-01,EU,725229.9011808031,-340858.05355497746,1066087.9547357806,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,961504.6214024473,1.325792855254516,754239.0972280353,-334040.8924838779,1088279.9897119133,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,986834.15637858,1.3083837207662312,-29009.196047232253,-0.03846153846153863,1.7409134488284739,-6817.161071099574,0.020408163265306197,-22192.03497613268,-0.020391843262695015,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-25329.53497613268,-0.025667468857265098,0.01740913448828474,0.013305832388444419
2024-08-01,OTHER,864070.2031647351,-406112.9954874255,1270183.1986521606,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1165599.8653188273,1.3489643099018027,898633.0112913245,-397990.73557767697,1296623.7468690015,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1195177.9135356683,1.3299955582737968,-34562.8081265894,-0.03846153846153846,1.896875162800593,-8122.259909748507,0.020408163265306117,-26440.54821684095,-0.020391843262694966,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-29578.04821684095,-0.024747820288396116,0.01896875162800593,0.014262266900068073
2024-09-01,APAC,851151.9839037191,-400041.432434748,1251193.416338467,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1146610.0830051338,1.3471273106200459,885198.063259868,-392040.60378605296,1277238.6670459209,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1175792.8337125876,1.3282822031744659,-34046.07935614884,-0.03846153846153854,1.884510744557999,-8000.828648695024,0.02040816326530629,-26045.250707453815,-0.02039184326269493,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-29182.750707453815,-0.024819636479080028,0.01884510744557999,0.014187578061756762
2024-09-01,EU,994745.049046068,-467530.17305165186,1462275.2220977198,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1357691.8887643865,1.3648641831053838,1034534.8510079108,-458179.5695906189,1492714.4205985297,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1391268.5872651965,1.34482524770406,-39789.80196184281,-0.03846153846153855,2.003893540132373,-9350.603461032966,0.020408163265305965,-30439.19850080996,-0.020391843262695105,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-33576.69850080996,-0.02413387235804077,0.020038935401323732,0.014900772747637665
2024-09-01,OTHER,503185.72591120284,-236497.29117826532,739683.0170894682,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,635099.6837561349,1.2621575912274803,523313.1549476509,-231767.3453547,755080.5003023508,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,653634.6669690176,1.249031599510246,-20127.42903644807,-0.03846153846153838,1.3125991717234387,-4729.945823565329,0.02040816326530622,-15397.483212882653,-0.020391843262694723,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-18534.983212882653,-0.028356793403923317,0.013125991717234387,0.010508934859919621
2024-10-01,APAC,410410.69046861294,-192893.0245202481,603303.714988861,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,498720.3816555277,1.215173954377459,426827.1180873575,-189035.1640298431,615862.2821172005,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,514416.44878386724,1.2052103228328221,-16416.42761874455,-0.03846153846153853,0.9963631544636753,-3857.8604904050007,0.020408163265306332,-12558.56712833955,-0.020391843262694914,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-15696.06712833955,-0.03051237409971366,0.009963631544636753,0.008267130936297858
2024-10-01,EU,824207.7789319896,-387377.6560980351,1211585.4350300247,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1107002.1016966915,1.3431104752871266,857176.0900892691,-379630.1029760743,1236806.1930653434,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1135360.3597320102,1.3245357317581852,-32968.31115727953,-0.0384615384615384,1.8574743528941395,-7747.55312196078,0.020408163265306332,-25220.758035318693,-0.020391843262694772,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-28358.258035318693,-0.024977319132413925,0.018574743528941395,0.014023588102289495
2024-10-01,OTHER,572695.690349206,-269166.97446412675,841862.6648133327,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,737279.3314799995,1.287384109753711,595603.517963174,-263783.63497484423,859387.1529380183,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,757941.3196046851,1.2725601792895191,-22907.827613968053,-0.03846153846153816,1.4823930464191948,-5383.339489282516,0.02040816326530605,-17524.488124685595,-0.0203918432626948,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-20661.988124685595,-0.027260669909726185,0.014823930464191948,0.011648903293884514
2024-11-01,APAC,665088.334415458,-312591.51717526524,977679.8515907233,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,873096.51825739,1.3127527173134814,691691.8677920763,-306339.68683176,998031.5546238363,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,896585.7212905029,1.2962212844173817,-26603.53337661829,-0.038461538461538415,1.6531432896099707,-6251.830343505251,0.020408163265305944,-20351.703033113037,-0.020391843262694945,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-23489.20303311292,-0.026198502246169698,0.016531432896099707,0.012753557663983402
2024-11-01,EU,697294.8761234118,-327728.59177800355,1025023.4679014154,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,920440.1345680822,1.3200156290911518,725186.6711683483,-321174.0199424435,1046360.6911107919,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,944914.8577774586,1.3029953463638628,-27891.795044936473,-0.038461538461538464,1.702028272728895,-6554.571835560026,0.02040816326530598,-21337.223209376447,-0.020391843262694963,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-24474.723209376447,-0.02590151166311812,0.01702028272728895,0.01306242787035712
2024-11-01,OTHER,555722.402372027,-261189.5291148527,816911.9314868797,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,712328.5981535465,1.281806519069713,577951.2984669082,-255965.73853255567,833917.0369994638,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,732471.2036661305,1.2673580033630978,-22228.896094881115,-0.03846153846153852,1.4448515706615206,-5223.790582297021,0.02040816326530599,-17005.105512584094,-0.020391843262695,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-20142.605512584094,-0.027499518631950673,0.014448515706615206,0.011400500622771315
2024-12-01,APAC,812851.9241072256,-382040.4043303961,1194892.3284376217,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1090308.9951042884,1.3413377796968378,845366.0010715148,-374399.59624378814,1219765.597315303,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1118319.7639819698,1.3228823522172428,-32514.076964289183,-0.038461538461538644,1.8455427479594944,-7640.8080866079545,0.02040816326530621,-24873.268877681345,-0.020391843262695115,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-28010.768877681345,-0.025047191134263947,0.018455427479594944,0.01395092122036579
2024-12-01,EU,544767.0888292006,-256040.53174972426,800807.6205789249,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,696224.2872455916,1.2780219317982278,566557.7723823687,-250919.72111472976,817477.4934970984,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,716031.6601637651,1.263828147927193,-21790.683553168084,-0.03846153846153856,1.419378387103487,-5120.810634994501,0.020408163265306187,-16669.872918173554,-0.020391843262694942,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-19807.372918173438,-0.027662705464229408,0.01419378387103487,0.011230786317201532
2024-12-01,OTHER,778152.1422749236,-365731.50686921406,1143883.6491441377,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,1039300.3158108045,1.3356004042762326,809278.2279659206,-358416.8767318298,1167695.1046977504,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,1066249.2713644172,1.3175311462961017,-31126.08569099696,-0.03846153846153848,1.8069257980130926,-7314.630137384287,0.020408163265306138,-23811.45555361267,-0.020391843262694928,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-26948.95555361267,-0.025274535962052907,0.018069257980130926,0.013714482599464896
2025-01-01,APAC,708876.4260881053,-333171.9202614095,1042048.3463495148,-70833.33333333331,-18333.33333333333,-9166.666666666666,-6250,-104583.33333333331,937465.0130161815,1.3224660582797618,737231.4831316295,-326508.4818561813,1063739.9649878107,-68708.33333333331,-17783.333333333332,-8891.666666666666,-6062.5,-101445.83333333331,962294.1316544774,1.3052808428186238,-28355.057043524226,-0.03846153846153848,1.7185215461138048,-6663.438405228197,0.020408163265306145,-21691.618638295913,-0.02039184326269482,-2125.0,0.0309278350515464,-549.9999999999964,0.030927835051546188,-275.0,0.030927835051546393,-187.5,0.030927835051546393,-3137.5,0.030927835051546396,-24829.118638295913,-0.02580200566702727,0.017185215461138048,0.013165914106291707
